"Region","Provincia","Comuna","Temporada","Nombre","Fecha","HoraInicio","DuracionMinutos","Alerta","Escenario","Causa","SuperficieQuemadaPinoA","SuperficieQuemadaPinoB","SuperficieQuemadaPinoC","SuperficieQuemadaEucalipto","SuperficieQuemadaOtrasPlantas","SuperficieQuemadaArbolado","SuperficieQuemadaMatorral","SuperficieQuemadaPastizal","SuperficieQuemadaAgricola","SuperficieQuemadaDesechos","SuperficieQuemadaTotal","Latitud","Longitud","Datum"
"Coquimbo","Choapa","Illapel","2006-2007","EL BATO","2006-10-10","11:00",240,"Sin alerta","No definido","No definida",0,0,0,0,0,3,1.5,0.5,0,0,5,-31.5538888888889,-70.87,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","LA CHIMBA","2006-11-21","06:00",690,"Sin alerta","No definido","No definida",0,0,0,0.3,0,0,0.7,1,0,0,2,-30.6269444444444,-71.3005555555556,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","LIMARI ORIENTE","2006-11-27","15:00",1380,"Sin alerta","No definido","No definida",0,0,0,38,0,9,0,0,0,0,47,-30.6361111111111,-71.2902777777778,"WGS84"
"Coquimbo","Elqui","La Serena","2006-2007","PARQUE COLL","2006-11-29","16:00",1144,"Sin alerta","No definido","No definida",0,0,0,0.25,0,0,0.25,0,0,0,0.5,-29.9058333333333,-71.2630555555556,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","FUNDO SAN CARLOS","2006-12-01","15:00",180,"Sin alerta","No definido","No definida",0,0,0,0,0,0,2,0,0,0,2,-30.6330555555556,-71.4572222222222,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","LA TORRE","2006-12-03","11:00",224,"Sin alerta","No definido","No definida",0,0,0,0,0,0,1.5,0,0,0,1.5,-30.6077777777778,-71.3522222222222,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","FUNDO POLPAICO","2006-09-24","14:00",0,"Sin alerta","No definido","No definida",0,0,0,5,0,1,3,1,0,0,10,-30.5208333333333,-71.1625,"WGS84"
"Coquimbo","Choapa","Los Vilos","2006-2007","ROCAS DE SAN ANDRES","2006-12-08","13:00",180,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0.45,1.05,0,0,1.5,-32.0386111111111,-71.5258333333333,"WGS84"
"Coquimbo","Elqui","La Serena","2006-2007","PARQUE COLL II","2006-12-05","16:50",160,"Sin alerta","No definido","No definida",0,0,0,0.5,0,0,0,0,0,0,0.5,-29.9058333333333,-71.2630555555556,"WGS84"
"Coquimbo","Choapa","Los Vilos","2006-2007","CERRO TENTEN","2006-12-10","13:40",290,"Sin alerta","No definido","No definida",0,0,0,0,0,0,2,6,0,0,8,-32.085,-71.4527777777778,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","SAN JULIAN","2006-12-14","19:50",880,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0.01,0,0,0,0.01,-30.6163888888889,-71.3733333333333,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","FUNDO ESPERANZA","2006-12-21","12:30",160,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0,0.5,0,0,0.5,-30.6141666666667,-71.4983333333333,"WGS84"
"Coquimbo","Limarí","Punitaqui","2006-2007","QUEBRADA INFIERNILLO","2006-12-21","13:30",290,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0.3,0,0,0,0.3,-30.8075,-71.2838888888889,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","FUNDO LA CHAPIANA","2006-12-23","19:00",1130,"Sin alerta","No definido","No definida",0,0,0,0.3,0,0,2.4,0,0.8,0,3.5,-30.5305555555556,-71.1313888888889,"WGS84"
"Coquimbo","Choapa","Los Vilos","2006-2007","CERRO LA HORQUETA DE QUELON","2006-12-27","12:00",60,"Sin alerta","No definido","No definida",0,0,0,0,0,0,3,0,0,0,3,-32.1344444444444,-71.2211111111111,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","EL TRAPICHE","2006-12-27","19:00",1020,"Sin alerta","No definido","No definida",0,0,0,0,0,4,1,0,0,0,5,-30.6344444444444,-71.3736111111111,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","LA CHIMBA I","2007-01-20","04:00",480,"Sin alerta","No definido","No definida",0,0,0,28,0,0,8,0,0,0,36,-30.6372222222222,-71.2277777777778,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","SAN JULIAN  I","2007-01-23","15:00",194,"Sin alerta","No definido","No definida",0,0,0,0,0,0,1,0,0,0,1,-30.6530555555556,-71.3427777777778,"WGS84"
"Coquimbo","Choapa","Los Vilos","2006-2007","EL MAURO","2007-01-28","09:00",570,"Sin alerta","No definido","No definida",0,0,0,0,0,7,2.5,0.5,0,0,10,-31.9844444444444,-71.0269444444444,"WGS84"
"Coquimbo","Elqui","Paiguano","2006-2007","EL AGIAL","2007-01-19","02:00",1095,"Sin alerta","No definido","No definida",0,0,0,0,0,0.8,1.5,0.5,0,0,2.8,-30.1430555555556,-70.4380555555556,"WGS84"
"Coquimbo","Elqui","La Serena","2006-2007","ALTOVALSOL","2007-02-15","14:20",185,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0.3,0.1,0,0,0.4,-29.9438888888889,-71.1397222222222,"WGS84"
"Coquimbo","Choapa","Los Vilos","2006-2007","VILLA SAN CARLOS","2007-02-23","13:10",150,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0,0.01,0,0,0.01,-32.1294444444444,-71.4963888888889,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","BUENOS AIRES DE PUNILLA","2007-03-10","14:00",165,"Sin alerta","No definido","No definida",0,0,0,0,0,0,0,2,0,0,2,-30.5313888888889,-71.5797222222222,"WGS84"
"Coquimbo","Choapa","Los Vilos","2006-2007","EL MAURO I","2007-04-13","08:30",570,"Sin alerta","No definido","No definida",0,0,0,0,0,15,6,4,0,0,25,-31.9844444444444,-71.0269444444444,"WGS84"
"Coquimbo","Limarí","Ovalle","2006-2007","LOS LOROS","2007-05-18","12:30",330,"Sin alerta","No definido","No definida",0,0,0,0,0,0.5,1.5,8,0,0,10,-30.7377777777778,-71.6269444444444,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","CERRO LA CRUZ","2006-10-07","12:47",213,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,2,0,0,0,0.5,0,0,2.5,-33.0738888888889,-71.6083333333333,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","FUNDO PAJONAL","2006-10-08","10:48",302,"Sin alerta","No definido","Incendios intencionales",0,0,0,10,0,0,1,1,0,3,15,-33.0830555555556,-71.5980555555556,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","CURAUMA","2006-10-08","15:32",13,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0.5,0,0,0,0,0,0,0,3.5,4,-33.1194444444444,-71.5777777777778,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","RUTA 66","2006-10-08","17:53",227,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0,0,0.1,0,0.1,0.2,-33.0933333333333,-71.5447222222222,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","SAN ROQUE","2006-10-08","18:46",179,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0,0,0.5,0,0,0.5,-33.0563888888889,-71.5863888888889,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","EL UMBRAL","2006-10-09","05:28",362,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0.5,0,0,0,0,0,0,0,2.5,3,-33.1019444444444,-71.5558333333333,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","PLACILLA QUINTA COPTOM","2006-10-09","10:38",312,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,1,0,2,0,0,0,0,0,0,3,-33.1022222222222,-71.545,"WGS84"
"Valparaíso","Valparaíso","Casablanca","2006-2007","FUNDO MUNDO NUEVO","2006-10-09","10:56",1434,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0.3,0.4,0.8,0,0,1.5,-32.1147222222222,-71.3158333333333,"WGS84"
"Valparaíso","Valparaíso","Viña del Mar","2006-2007","FUNDO LAS CENIZAS","2006-10-24","01:08",152,"Sin alerta","No definido","Incendios de causa desconocida",0,0,0,0.1,0,0,0,0,0,0.2,0.3,-33.0752777777778,-71.5441666666667,"WGS84"
"Valparaíso","Valparaíso","Viña del Mar","2006-2007","FUNDO LAS CENIZAS","2006-10-29","08:50",163,"Sin alerta","No definido","Incendios de causa desconocida",0,0,0,0.01,0,0,0,0,0,0.01,0.02,-33.0755555555556,-71.5227777777778,"WGS84"
"Valparaíso","Valparaíso","Viña del Mar","2006-2007","TRANQUE LOS COLECTIVOS","2006-10-29","09:48",105,"Sin alerta","No definido","Incendios de causa desconocida",0,0,0,0.1,0,0,0,0,0,0.3,0.4,-33.0844444444444,-71.5338888888889,"WGS84"
"Valparaíso","Marga Marga","Quilpué","2006-2007","LOS QUILLAYES   COLLIGUAY","2006-10-29","14:57",110,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0,0,0.05,0,0,0.05,-33.1516666666667,-71.3213888888889,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","LA VENTOLERA","2006-10-29","16:30",77,"Sin alerta","No definido","Actividades recreativas",0,0,0,0,0,0.02,0.08,0.05,0,0,0.15,-33.0922222222222,-71.5875,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","LOMA NEGRA FDO LAS CENIZAS","2006-11-01","16:13",1217,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0.5,0,0,0,0.1,0.2,0,0,0.2,1,-33.0844444444444,-71.5338888888889,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","FDO. LOS  OLIVOS","2006-11-01","16:22",1208,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,5,0,0,0,0,0,0,5,-33.0930555555556,-71.5555555555556,"WGS84"
"Valparaíso","Valparaíso","Viña del Mar","2006-2007","GOMEZ CARREÑO CANCHA BOTAFOGO","2006-11-01","17:00",64,"Sin alerta","No definido","Actividades recreativas",0,0,0,0,0,0,0.1,0.1,0,0,0.2,-32.9855555555556,-71.5202777777778,"WGS84"
"Valparaíso","Petorca","La Ligua","2006-2007","FUNDO EL LLANO CERRO LAS MESTIZAS","2006-11-03","15:10",1311,"Sin alerta","No definido","Actividades recreativas",0,0,0,0,0,0,4,6,0,0,10,-32.485,-71.2933333333333,"WGS84"
"Valparaíso","Valparaíso","Viña del Mar","2006-2007","JARDIN BOTANICO","2006-11-06","14:14",53,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0,0.01,0.02,0,0,0.03,-33.0397222222222,-71.5111111111111,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","POB.LA ISLA SAN ROQUE","2006-11-06","17:37",61,"Sin alerta","No definido","Actividades recreativas",0,0,0,0,0,0,0,0.01,0,0,0.01,-33.0566666666667,-71.565,"WGS84"
"Valparaíso","Quillota","La Cruz","2006-2007","LO ROJO","2006-11-07","17:30",167,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0,0.4,0.1,0,0,0.5,-32.8013888888889,-71.2480555555556,"WGS84"
"Valparaíso","Valparaíso","Valparaíso","2006-2007","SAN ROQUE  LA ISLA","2006-11-08","15:58",150,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0.07,0,0,0,0,0,0,0.07,-33.0566666666667,-71.565,"WGS84"
"Valparaíso","Quillota","La Cruz","2006-2007","LA CRUZ LA PALMILLA","2006-11-12","16:00",1361,"Sin alerta","No definido","Incendios intencionales",0,0,0,0,0,0,0,10,0,0,10,-32.8472222222222,-71.2063888888889,"WGS84"
"Valparaíso","Marga Marga","Limache","2006-2007","SECTOR FLAMENCO TABOLANGO","2006-11-13","13:15",85,"Sin alerta","No definido","Tránsito de personasvehículos o aeronaves",0,0,0,0,0,0,0,0.4,0,0,0.4,-32.9519444444444,-71.3908333333333,"WGS84"
