"Region","Provincia","Comuna","Temporada","Nombre","Fecha","HoraInicio","DuracionMinutos","Alerta","Escenario","Causa","SuperficieQuemadaPinoA","SuperficieQuemadaPinoB","SuperficieQuemadaPinoC","SuperficieQuemadaEucalipto","SuperficieQuemadaOtrasPlantas","SuperficieQuemadaArbolado","SuperficieQuemadaMatorral","SuperficieQuemadaPastizal","SuperficieQuemadaAgricola","SuperficieQuemadaDesechos","SuperficieQuemadaTotal","Latitud","Longitud","Datum"
"Atacama","Huasco","Vallenar","2016-2017","CALLEJÓN MARTINEZ","2016-07-22","17:30",150,"Sin alerta","IFIUr-Fo","Incendios intencionales",0,0,0,0,0,0,0.2,0,0,0,0.2,-28.5688888888889,-70.7694444444444,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","PERALES","2016-07-04","17:25",55,"Sin alerta","IFor-Vn","Incendios intencionales",0,0,0,0,0,0,0.1,0,0,0,0.1,-28.5525,-70.8191666666667,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","TORINO","2016-09-01","17:35",132,"Sin alerta","IFor-Vn","Incendios intencionales",0,0,0,0.22,0,0,0.05,0,0,0,0.27,-28.5869444444444,-70.7413888888889,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","LA VERBENA","2016-08-19","14:40",168,"Sin alerta","IFIUr-Fo","Faenas agrícolas y pecuarias",0,0,0,0,0,0,0,0.18,0,0,0.18,-28.6547222222222,-70.6827777777778,"WGS84"
"Atacama","Huasco","Huasco","2016-2017","PLAYA GRANDE HUASCO","2016-10-03","17:40",890,"Sin alerta","IFIUr-Fo","Incendios de causa desconocida",0,0,0,0,0,0,4.35,0,0,0,4.35,-28.4588888888889,-71.2080555555556,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","CHAMONATE-VALLENAR","2016-10-25","15:07",143,"Sin alerta","IFIUr-Fo","Incendios intencionales",0,0,0,0,0,0.5,2.5,7.2,0,0,10.2,-28.5669444444444,-70.7836111111111,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","BODEGUILLA","2016-09-17","18:20",820,"Sin alerta","IFor-Vn","Incendios intencionales",0,0,0,0,0.1,0.13,14.07,0,0,0,14.3,-28.5966666666667,-70.7347222222222,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","QUINTA VALLE","2016-11-25","00:00",960,"Sin alerta","IFor-Vn","Incendios de causa desconocida",0,0,0,0,0,0,0,0.003,0,0,0.003,-28.5841666666667,-70.7494444444444,"WGS84"
"Atacama","Huasco","Huasco","2016-2017","HUASCO BAJO","2016-12-03","20:00",1147,"Sin alerta","IFor-Vn","Incendios de causa desconocida",0,0,0,0,0,0,0,0,0.3,0,0.3,-28.4625,-71.19,"WGS84"
"Atacama","Huasco","Vallenar","2016-2017","SECTOR VIVERO","2016-12-15","16:00",297,"Sin alerta","IFor-Vn","Incendios de causa desconocida",0,0,0,0.5,0,0,0.2,0.6,0,0,1.3,-28.5886111111111,-70.7383333333333,"WGS84"
